943,58,4.0
943,201,5.0
943,386,1.0
943,187,5.0
943,385,4.0
943,475,5.0
943,205,5.0
943,724,1.0
943,816,4.0
943,228,3.0
943,722,3.0
943,840,4.0
943,1028,2.0
943,824,4.0
943,609,2.0
943,174,4.0
943,182,5.0
943,1074,4.0
943,373,3.0
943,27,4.0
943,541,4.0
943,219,4.0
943,117,4.0
943,210,4.0
943,471,5.0
943,570,1.0
943,72,2.0
942,117,4.0
942,615,3.0
942,427,5.0
942,607,5.0
942,216,4.0
942,1204,4.0
942,423,5.0
942,347,5.0
942,945,5.0
942,215,5.0
942,322,3.0
942,261,4.0
942,969,4.0
941,124,5.0
941,358,2.0
941,300,4.0
941,408,5.0
940,153,2.0
940,302,4.0
940,315,4.0
940,171,2.0
940,471,4.0
940,70,3.0
940,709,5.0
940,176,4.0
940,100,3.0
940,692,4.0
940,238,4.0
940,430,4.0
940,678,4.0
940,655,4.0
940,14,3.0
940,568,3.0
940,300,5.0
940,746,3.0
939,254,3.0
939,756,5.0
939,597,4.0
939,931,2.0
939,1028,5.0
939,220,5.0
939,252,3.0
939,508,5.0
938,286,3.0
938,222,5.0
938,685,3.0
938,762,4.0
938,993,5.0
938,815,3.0
938,126,4.0
938,1033,2.0
938,1012,5.0
938,281,2.0
938,333,4.0
938,245,3.0
938,117,3.0
938,1014,4.0
938,259,2.0
938,291,4.0
938,1152,3.0
938,595,2.0
937,258,4.0
937,137,3.0
937,293,4.0
937,301,1.0
937,515,5.0
937,19,1.0
937,300,4.0
936,16,4.0
936,272,4.0
936,100,4.0
936,766,3.0
936,813,5.0
936,281,4.0
936,121,4.0
936,1315,3.0
936,928,3.0
936,312,3.0
936,323,3.0
936,926,4.0
936,1160,5.0
936,325,5.0
936,237,4.0
936,273,3.0
936,1023,2.0
936,1068,4.0
936,827,2.0
936,825,4.0
936,455,3.0
936,287,4.0
936,259,3.0
935,127,4.0
935,237,5.0
935,864,5.0
935,148,4.0
935,117,4.0
935,597,4.0
935,717,4.0
934,533,3.0
934,237,4.0
934,963,5.0
934,462,4.0
934,1311,1.0
934,771,3.0
934,313,3.0
934,629,4.0
934,902,4.0
934,393,2.0
934,786,1.0
934,135,4.0
934,650,4.0
934,709,3.0
934,498,3.0
934,516,3.0
934,432,5.0
934,303,4.0
934,461,4.0
934,66,4.0
934,792,3.0
934,153,5.0
934,581,2.0
934,183,2.0
934,554,4.0
934,70,4.0
934,818,1.0
934,449,4.0
933,121,3.0
933,11,4.0
933,424,1.0
933,576,1.0
933,577,1.0
933,959,1.0
933,230,3.0
933,508,3.0
933,56,5.0
933,636,2.0
933,167,2.0
933,789,4.0
933,627,2.0
933,222,1.0
933,940,1.0
933,63,2.0
933,70,2.0
933,153,3.0
933,67,1.0
933,318,4.0
933,80,2.0
933,96,2.0
933,173,3.0
933,232,1.0
933,151,4.0
933,475,2.0
933,181,2.0
933,228,4.0
933,561,3.0
933,765,1.0
932,529,4.0
932,134,4.0
932,98,5.0
932,654,5.0
932,226,3.0
932,1,4.0
932,890,1.0
932,82,3.0
932,210,4.0
932,153,4.0
932,144,3.0
932,480,5.0
932,212,4.0
932,566,4.0
932,646,4.0
932,70,4.0
932,640,2.0
932,435,4.0
932,1116,4.0
932,665,2.0
932,509,3.0
932,1397,4.0
932,205,5.0
932,495,5.0
932,405,4.0
932,77,2.0
932,157,4.0
932,600,2.0
932,650,5.0
932,170,4.0
932,183,4.0
932,30,4.0
932,195,4.0
932,176,5.0
932,429,5.0
932,165,4.0
932,1456,4.0
932,811,4.0
932,478,4.0
931,283,4.0
931,333,5.0
931,316,5.0
931,685,4.0
931,258,3.0
931,306,4.0
931,127,5.0
931,362,3.0
931,508,4.0
931,690,4.0
930,405,3.0
930,113,5.0
930,1048,2.0
930,50,2.0
930,107,3.0
930,274,4.0
930,16,1.0
930,709,4.0
930,153,2.0
930,116,5.0
930,100,3.0
929,515,5.0
929,517,5.0
929,98,5.0
929,134,4.0
929,276,2.0
929,135,5.0
929,479,4.0
929,174,3.0
928,749,5.0
928,127,5.0
928,191,5.0
928,9,5.0
928,878,5.0
928,328,3.0
927,28,4.0
927,25,3.0
927,404,4.0
927,8,4.0
927,819,3.0
927,739,3.0
927,99,2.0
927,1178,2.0
927,63,4.0
927,38,5.0
927,222,5.0
927,294,5.0
927,374,4.0
927,79,3.0
927,168,4.0
927,763,4.0
927,928,4.0
927,535,3.0
927,71,5.0
927,501,4.0
926,288,3.0
926,269,5.0
926,262,3.0
926,322,2.0
925,682,4.0
925,332,4.0
925,299,3.0
925,260,3.0
925,558,1.0
924,211,3.0
924,526,3.0
924,742,3.0
924,12,4.0
924,13,3.0
924,28,4.0
924,202,4.0
924,562,3.0
924,322,2.0
924,402,3.0
924,705,5.0
924,1011,3.0
924,129,4.0
924,286,3.0
923,276,5.0
923,325,4.0
923,9,4.0
923,825,4.0
923,105,4.0
923,168,5.0
923,338,4.0
923,1,3.0
923,815,4.0
923,129,5.0
923,926,4.0
923,460,4.0
922,155,2.0
922,367,3.0
922,471,3.0
922,56,1.0
922,391,3.0
922,191,3.0
922,1110,4.0
922,715,3.0
922,71,4.0
922,62,3.0
922,252,2.0
922,655,2.0
922,215,3.0
922,145,3.0
922,432,5.0
922,1,5.0
922,69,3.0
922,402,3.0
922,216,3.0
922,202,5.0
922,175,3.0
921,820,3.0
921,762,2.0
921,121,5.0
921,8,3.0
921,411,2.0
921,1279,2.0
921,284,4.0
921,66,5.0
921,274,4.0
921,173,5.0
921,678,5.0
921,322,3.0
921,755,4.0
921,237,3.0
921,245,1.0
921,924,3.0
921,692,4.0
921,259,4.0
920,272,3.0
920,331,3.0
920,300,3.0
920,311,3.0
919,676,4.0
919,28,4.0
919,412,2.0
919,327,4.0
919,582,5.0
919,222,3.0
919,64,5.0
919,25,4.0
919,1109,3.0
919,681,2.0
919,690,3.0
919,319,3.0
919,20,1.0
919,140,5.0
919,294,3.0
919,432,4.0
919,815,2.0
919,259,4.0
919,740,3.0
919,1136,2.0
919,988,3.0
919,1134,2.0
919,1,4.0
919,260,4.0
919,300,4.0
919,539,3.0
919,193,2.0
919,919,2.0
919,477,4.0
919,877,3.0
919,864,2.0
919,310,3.0
919,312,2.0
919,1197,4.0
919,297,4.0
918,995,3.0
918,196,3.0
918,216,2.0
918,1200,4.0
918,582,4.0
918,1101,4.0
918,856,4.0
918,630,3.0
918,487,4.0
918,199,3.0
918,28,4.0
918,495,3.0
918,166,4.0
918,204,1.0
918,923,4.0
918,197,2.0
918,1099,4.0
917,276,5.0
917,282,4.0
917,473,3.0
917,328,2.0
917,255,3.0
917,763,3.0
916,159,3.0
916,831,1.0
916,569,2.0
916,22,4.0
916,98,5.0
916,137,5.0
916,250,4.0
916,1194,4.0
916,54,3.0
916,474,4.0
916,172,5.0
916,69,4.0
916,151,3.0
916,268,5.0
916,746,3.0
916,720,2.0
916,215,3.0
916,182,3.0
916,87,3.0
916,77,3.0
916,234,4.0
916,960,4.0
916,582,4.0
916,236,4.0
916,423,3.0
916,219,3.0
916,109,3.0
916,509,4.0
916,1101,4.0
916,135,4.0
916,125,3.0
916,123,3.0
916,425,5.0
916,685,2.0
916,527,4.0
916,81,5.0
916,537,4.0
916,212,5.0
916,971,4.0
916,1597,3.0
916,451,3.0
916,470,3.0
916,175,4.0
916,1098,4.0
916,756,3.0
916,48,5.0
916,480,4.0
916,88,4.0
916,790,2.0
916,134,5.0
916,46,4.0
915,307,3.0
915,691,4.0
915,328,2.0
915,304,3.0
915,896,2.0
914,451,2.0
914,402,5.0
914,387,3.0
914,381,3.0
913,478,4.0
913,427,4.0
913,56,5.0
913,227,1.0
913,423,3.0
913,57,4.0
913,12,4.0
913,302,4.0
913,15,3.0
913,596,1.0
913,9,5.0
913,151,4.0
913,143,5.0
913,69,2.0
913,168,4.0
913,430,2.0
913,273,3.0
913,604,2.0
913,603,4.0
913,234,4.0
913,1,2.0
913,657,5.0
912,423,5.0
912,427,5.0
912,616,3.0
912,14,5.0
912,143,5.0
912,152,4.0
912,174,3.0
912,418,4.0
912,517,4.0
911,479,5.0
911,26,4.0
911,647,4.0
911,431,4.0
911,194,4.0
911,272,4.0
911,638,4.0
911,404,3.0
911,185,5.0
911,102,3.0
911,423,4.0
911,134,4.0
911,163,4.0
911,7,4.0
911,855,5.0
911,627,3.0
910,293,4.0
910,307,2.0
910,1012,4.0
910,508,4.0
910,56,4.0
910,289,3.0
910,12,4.0
910,310,3.0
910,684,4.0
910,98,4.0
909,529,3.0
909,682,3.0
909,86,5.0
909,294,3.0
908,173,3.0
908,657,4.0
908,147,2.0
908,434,4.0
908,264,3.0
908,663,3.0
908,98,5.0
908,185,4.0
908,709,4.0
908,654,3.0
908,558,4.0
908,357,3.0
907,591,5.0
907,409,4.0
907,225,5.0
907,427,5.0
907,5,5.0
907,120,4.0
907,301,4.0
907,283,4.0
907,248,5.0
907,1119,5.0
907,182,5.0
907,185,4.0
907,19,5.0
907,739,5.0
907,286,5.0
907,1221,5.0
907,71,5.0
907,144,5.0
907,619,2.0
907,15,5.0
907,79,5.0
907,86,5.0
907,235,4.0
907,50,4.0
906,237,4.0
906,300,3.0
906,408,4.0
906,740,4.0
906,283,4.0
906,823,3.0
906,276,5.0
905,322,3.0
905,237,3.0
905,117,3.0
905,294,3.0
905,258,3.0
905,129,4.0
905,313,4.0
904,300,4.0
904,278,5.0
904,694,3.0
904,274,5.0
904,255,5.0
904,117,4.0
904,747,4.0
904,90,2.0
903,48,4.0
903,655,5.0
903,9,3.0
903,211,5.0
903,324,4.0
903,696,3.0
903,98,5.0
903,1009,4.0
903,427,5.0
903,994,3.0
903,405,4.0
903,192,5.0
903,1132,3.0
903,763,5.0
903,25,4.0
903,210,4.0
903,708,4.0
903,64,5.0
903,127,5.0
903,1070,4.0
903,177,4.0
903,1101,4.0
902,300,4.0
902,483,4.0
902,191,5.0
902,134,3.0
902,480,5.0
902,271,2.0
902,181,3.0
902,79,5.0
901,174,5.0
901,144,5.0
901,252,3.0
901,140,4.0
901,321,1.0
901,1120,4.0
901,509,4.0
901,161,5.0
901,1620,5.0
901,73,5.0
901,294,3.0
901,429,5.0
901,728,4.0
901,476,5.0
901,864,5.0
901,250,3.0
901,229,4.0
901,22,5.0
901,78,4.0
901,121,4.0
900,696,2.0
900,124,4.0
900,9,2.0
900,744,2.0
900,137,3.0
900,480,4.0
900,100,4.0
900,1028,2.0
899,357,4.0
899,234,4.0
899,433,4.0
899,1016,3.0
899,200,4.0
899,265,4.0
899,121,5.0
899,748,4.0
899,724,5.0
899,685,3.0
899,588,3.0
899,640,1.0
899,133,3.0
899,48,4.0
899,471,4.0
899,747,1.0
899,435,3.0
899,28,5.0
899,144,3.0
899,197,4.0
899,69,3.0
899,498,4.0
898,300,2.0
898,748,4.0
898,539,3.0
898,309,5.0
898,288,4.0
897,11,2.0
897,528,3.0
897,406,3.0
897,193,3.0
897,265,3.0
897,99,5.0
897,526,5.0
897,22,5.0
897,411,5.0
897,228,4.0
897,1,5.0
897,622,3.0
897,227,3.0
897,214,5.0
897,566,2.0
897,925,5.0
897,455,3.0
897,649,3.0
897,419,4.0
897,69,5.0
897,323,4.0
897,182,4.0
897,200,5.0
897,273,3.0
897,717,1.0
897,378,5.0
897,470,4.0
897,179,3.0
897,708,2.0
897,597,5.0
896,587,3.0
896,715,3.0
896,258,5.0
896,1222,2.0
896,887,2.0
896,210,4.0
896,88,5.0
896,135,3.0
896,96,5.0
896,452,3.0
896,655,4.0
896,450,1.0
896,123,3.0
896,575,2.0
896,313,4.0
896,484,4.0
896,97,4.0
896,64,4.0
896,473,2.0
896,482,3.0
896,33,2.0
896,431,3.0
896,640,2.0
896,527,4.0
896,1046,2.0
896,616,3.0
896,1351,2.0
896,184,3.0
896,493,5.0
896,436,3.0
896,735,3.0
896,800,3.0
896,672,2.0
896,144,4.0
896,68,3.0
896,479,3.0
896,380,2.0
896,248,4.0
896,770,5.0
896,1217,2.0
896,692,4.0
896,89,5.0
896,302,2.0
896,654,3.0
896,179,2.0
896,810,1.0
896,798,2.0
896,176,5.0
896,152,3.0
896,124,4.0
896,719,1.0
896,87,4.0
896,1423,2.0
896,7,4.0
896,148,2.0
896,576,2.0
896,393,3.0
896,186,4.0
895,222,3.0
895,885,2.0
895,13,5.0
895,151,5.0
894,129,4.0
894,171,3.0
894,933,3.0
894,1462,3.0
894,13,4.0
894,905,3.0
894,1,4.0
894,70,3.0
894,52,4.0
894,1131,4.0
894,529,4.0
894,271,2.0
894,93,4.0
894,257,3.0
894,333,4.0
894,971,3.0
894,1150,4.0
894,26,4.0
894,287,4.0
894,1258,3.0
894,286,5.0
894,960,5.0
894,1403,3.0
894,923,5.0
894,405,3.0
894,245,4.0
894,223,4.0
894,280,3.0
894,883,3.0
894,874,4.0
894,1023,3.0
894,107,3.0
894,283,3.0
894,299,3.0
894,113,4.0
894,558,5.0
894,221,4.0
894,1315,3.0
894,535,4.0
894,346,4.0
893,531,4.0
893,235,3.0
893,151,4.0
893,144,4.0
893,405,5.0
893,77,4.0
893,259,3.0
893,815,3.0
893,471,4.0
893,771,3.0
892,214,2.0
892,418,4.0
892,765,2.0
892,230,4.0
892,435,4.0
892,265,4.0
892,612,5.0
892,157,5.0
892,153,5.0
892,276,4.0
892,95,4.0
892,186,3.0
892,118,4.0
892,768,4.0
892,318,5.0
892,401,3.0
892,71,3.0
892,133,3.0
892,54,3.0
892,425,5.0
892,102,3.0
892,178,5.0
892,631,4.0
892,495,4.0
892,1269,5.0
892,172,5.0
892,487,5.0
892,228,3.0
892,125,4.0
892,969,4.0
892,436,3.0
892,480,4.0
892,233,5.0
892,692,4.0
892,194,4.0
892,12,5.0
891,116,3.0
891,127,4.0
891,546,3.0
891,1028,3.0
891,740,5.0
891,595,3.0
891,286,5.0
891,100,5.0
890,515,5.0
890,496,5.0
890,324,4.0
890,657,5.0
890,589,5.0
890,174,5.0
890,234,5.0
890,654,5.0
890,118,2.0
890,489,4.0
890,228,4.0
890,423,5.0
890,176,4.0
890,167,2.0
890,660,2.0
890,448,2.0
890,444,4.0
890,162,4.0
890,215,4.0
889,8,3.0
889,488,2.0
889,174,4.0
889,87,4.0
889,749,2.0
889,338,1.0
889,544,3.0
889,97,3.0
889,193,4.0
889,847,4.0
889,250,4.0
889,658,4.0
889,317,4.0
889,831,2.0
889,7,3.0
889,718,4.0
889,269,4.0
889,771,2.0
889,1153,4.0
889,480,5.0
889,31,3.0
889,943,3.0
889,92,3.0
889,81,4.0
889,1006,4.0
889,209,2.0
889,498,4.0
889,257,4.0
889,59,4.0
889,17,4.0
889,196,5.0
889,729,3.0
889,237,4.0
889,64,5.0
889,177,4.0
889,23,3.0
889,1014,2.0
889,294,3.0
889,100,4.0
889,291,3.0
889,265,4.0
889,1074,3.0
889,182,4.0
889,153,5.0
889,471,3.0
889,318,4.0
889,470,4.0
889,381,4.0
889,411,2.0
889,627,2.0
889,181,4.0
889,737,3.0
889,782,2.0
888,514,5.0
888,137,4.0
888,269,5.0
888,274,4.0
887,122,5.0
887,143,5.0
887,421,5.0
887,931,3.0
887,562,5.0
887,718,1.0
887,420,5.0
887,768,4.0
887,548,1.0
887,832,2.0
887,204,5.0
887,84,4.0
887,496,4.0
887,419,2.0
887,871,5.0
887,13,1.0
887,1084,5.0
887,929,1.0
887,476,1.0
887,928,5.0
887,218,5.0
887,1120,5.0
887,172,5.0
887,100,2.0
887,257,5.0
887,1473,1.0
887,111,5.0
887,932,2.0
886,663,4.0
886,318,5.0
886,1467,5.0
886,160,1.0
886,47,4.0
886,549,3.0
886,371,1.0
886,559,2.0
886,27,2.0
886,171,4.0
886,29,1.0
886,496,4.0
886,22,4.0
886,100,4.0
886,819,4.0
886,1065,4.0
886,1093,1.0
886,87,4.0
886,1048,4.0
886,1324,2.0
886,506,4.0
886,410,4.0
886,194,3.0
886,68,3.0
886,558,3.0
886,655,4.0
886,147,5.0
886,826,1.0
886,544,4.0
886,229,3.0
886,789,3.0
886,184,4.0
886,202,3.0
886,222,4.0
886,405,3.0
886,1095,2.0
886,81,4.0
886,467,4.0
886,55,4.0
885,386,2.0
885,174,5.0
885,99,4.0
885,588,4.0
885,69,4.0
885,91,3.0
885,186,4.0
885,1061,2.0
885,79,4.0
885,338,3.0
885,356,3.0
885,117,4.0
885,365,3.0
885,88,4.0
885,946,3.0
885,739,4.0
885,274,5.0
884,165,3.0
884,9,5.0
884,921,5.0
884,268,4.0
884,475,4.0
884,1073,4.0
884,213,4.0
883,519,5.0
883,270,4.0
883,239,3.0
883,276,5.0
883,197,4.0
883,22,3.0
883,98,3.0
883,147,2.0
883,86,3.0
883,794,4.0
883,127,5.0
883,496,2.0
883,216,4.0
883,712,3.0
883,311,4.0
883,269,3.0
883,211,5.0
883,286,3.0
883,275,4.0
883,648,4.0
883,70,3.0
883,531,3.0
883,113,4.0
883,100,4.0
883,1591,3.0
883,194,3.0
883,81,5.0
883,228,4.0
883,580,3.0
883,318,4.0
883,137,5.0
883,867,5.0
883,749,3.0
883,273,4.0
883,174,4.0
883,732,3.0
883,863,3.0
883,1021,5.0
883,550,3.0
883,89,5.0
883,435,4.0
883,285,5.0
883,1448,5.0
882,215,5.0
882,70,3.0
882,412,1.0
882,275,5.0
882,56,4.0
882,510,5.0
882,151,5.0
882,210,4.0
882,432,5.0
882,140,3.0
